region,year,chinook_salmon,sockeye_salmon,coho_salmon,pink_salmon,chum_salmon,source,total_salmon,observation_id,source_cor,mgmt_area,area_class,lon,lat
KTZ,1989,0,0,0,0,256,local,256,136,local,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1988,45,13990,203,956,1470,local,16664,137,local,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1988,45,13990,203,956,1470,individual,16664,137,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1988,45,13990,203,956,1470,regional,16664,137,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
YAK,1988,7,162,260,122,30,local,581,138,local,Yakutat,mgmtArea,-140,59.5
YAK,1988,7,162,260,122,30,regional,581,138,regional,Yakutat,mgmtArea,-140,59.5
YAK,1988,7,162,260,122,30,individual,581,138,individual,Yakutat,mgmtArea,-140,59.5
CKI,1988,31,7165,571,1396,1037,local,10200,139,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1988,31,7165,571,1396,1037,regional,10200,139,regional,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1988,22,2701,303,14564,1427,regional,19017,140,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1988,22,2701,303,14564,1427,local,19017,140,local,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1988,17,1528,234,65,393,individual,2237,141,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1988,17,1528,234,65,393,local,2237,141,local,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1988,11,1474,506,7045,1909,regional,10945,142,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1988,11,1474,506,7045,1909,individual,10945,142,individual,South Peninsula Subarea,subarea,-162,54.5
SSE,1988,78,888,349,9055,2078,local,12448,143,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
CHG,1988,7,796,370,2997,267,regional,4437,144,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1988,7,796,370,2997,267,individual,4437,144,individual,Chignik Management Area,mgmtArea,-158.5,56.3
COP,1988,31,577,316,3,11,local,938,145,local,Copper River Subarea,subarea,-145,60.5
COP,1988,31,577,316,3,11,individual,938,145,individual,Copper River Subarea,subarea,-145,60.5
NSE,1988,159,410,437,2031,1428,individual,4465,146,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1988,159,410,437,2031,1428,local,4465,146,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1988,159,410,437,2031,1428,regional,4465,146,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1988,1,184,76,11829,1840,regional,13930,147,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1988,1,184,76,11829,1840,local,13930,147,local,Prince William Sound Subarea,subarea,-148,60.8
PWS,1988,1,184,76,11829,1840,individual,13930,147,individual,Prince William Sound Subarea,subarea,-148,60.8
KSK,1988,75,150,626,38,1447,regional,2336,148,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1988,0,7,87,0,0,local,94,149,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1988,0,7,87,0,0,regional,94,149,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1988,0,7,87,0,0,individual,94,149,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1988,0,4,0,183,0,individual,187,150,individual,Aleutian Islands Subarea,subarea,-170,53
NRS,1988,4,1,37,75,107,individual,224,151,individual,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1988,4,1,37,75,107,local,224,151,local,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1988,4,1,37,75,107,regional,224,151,regional,Norton Sound Management Area,mgmtArea,-162,64.5
YUK,1988,101,0,98,1,1310,regional,1510,152,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1988,101,0,98,1,1310,local,1510,152,local,Yukon Management Area,mgmtArea,-164,62
YUK,1988,101,0,98,1,1310,individual,1510,152,individual,Yukon Management Area,mgmtArea,-164,62
KTZ,1988,0,0,0,0,353,individual,353,153,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1988,0,0,0,0,353,regional,353,153,regional,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1987,75,16069,65,0,1529,regional,17738,154,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1987,75,16069,65,0,1529,local,17738,154,local,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1987,41,9718,466,311,511,individual,11047,155,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1987,41,9718,466,311,511,local,11047,155,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1987,41,9718,466,311,511,regional,11047,155,regional,Cook Inlet Management Area,mgmtArea,-151,60
CHG,1987,3,1899,150,247,127,regional,2426,156,regional,Chignik Management Area,mgmtArea,-158.5,56.3
KOD,1987,5,1794,193,5076,682,regional,7750,157,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1987,5,1794,193,5076,682,individual,7750,157,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
SOP,1987,9,1450,225,1209,1376,regional,4269,158,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1987,9,1450,225,1209,1376,individual,4269,158,individual,South Peninsula Subarea,subarea,-162,54.5
NOP,1987,14,1209,172,3,369,local,1767,159,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1987,14,1209,172,3,369,regional,1767,159,regional,NorthPeninsual Subarea,subarea,-159,56.5
COP,1987,41,1181,112,27,14,individual,1375,160,individual,Copper River Subarea,subarea,-145,60.5
NSE,1987,212,577,672,5635,1523,regional,8619,161,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1987,212,577,672,5635,1523,local,8619,161,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1987,212,577,672,5635,1523,individual,8619,161,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1987,1,545,48,29337,1940,individual,31871,162,individual,Prince William Sound Subarea,subarea,-148,60.8
SSE,1987,66,540,663,4631,1184,individual,7084,163,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1987,66,540,663,4631,1184,regional,7084,163,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1987,66,540,663,4631,1184,local,7084,163,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
YAK,1987,10,260,208,14,15,individual,507,164,individual,Yakutat,mgmtArea,-140,59.5
YAK,1987,10,260,208,14,15,regional,507,164,regional,Yakutat,mgmtArea,-140,59.5
KSK,1987,65,171,479,0,602,local,1317,165,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1987,65,171,479,0,602,regional,1317,165,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1987,65,171,479,0,602,individual,1317,165,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1987,0,17,16,0,0,individual,33,166,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YUK,1987,132,0,0,0,442,local,574,167,local,Yukon Management Area,mgmtArea,-164,62
YUK,1987,132,0,0,0,442,regional,574,167,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1987,7,0,24,2,103,regional,136,168,regional,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1987,0,0,0,0,109,local,109,169,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1987,0,0,0,0,109,individual,109,169,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1987,0,0,0,0,109,regional,109,169,regional,Kotzebue Management Area,mgmtArea,-163.5,66
ALU,1987,0,0,0,0,0,local,0,170,local,Aleutian Islands Subarea,subarea,-170,53
ALU,1987,0,0,0,0,0,regional,0,170,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1987,0,0,0,0,0,individual,0,170,individual,Aleutian Islands Subarea,subarea,-170,53
BRB,1986,94,15776,182,401,1227,regional,17680,171,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1986,40,5030,777,2710,1229,individual,9786,172,individual,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1986,40,5030,777,2710,1229,regional,9786,172,regional,Cook Inlet Management Area,mgmtArea,-151,60
KOD,1986,4,3188,169,11809,1134,regional,16304,173,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1986,4,3188,169,11809,1134,local,16304,173,local,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1986,12,2464,164,23,271,local,2934,174,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1986,12,2464,164,23,271,individual,2934,174,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1986,12,2464,164,23,271,regional,2934,174,regional,NorthPeninsual Subarea,subarea,-159,56.5
CHG,1986,3,1646,117,647,177,regional,2590,175,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1986,3,1646,117,647,177,local,2590,175,local,Chignik Management Area,mgmtArea,-158.5,56.3
SOP,1986,6,1225,236,4033,1787,regional,7287,176,regional,South Peninsula Subarea,subarea,-162,54.5
SOP,1986,6,1225,236,4033,1787,individual,7287,176,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1986,6,1225,236,4033,1787,local,7287,176,local,South Peninsula Subarea,subarea,-162,54.5
SSE,1986,70,904,1568,45019,1845,local,49406,177,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1986,41,780,296,3,18,individual,1138,178,individual,Copper River Subarea,subarea,-145,60.5
COP,1986,41,780,296,3,18,regional,1138,178,regional,Copper River Subarea,subarea,-145,60.5
COP,1986,41,780,296,3,18,local,1138,178,local,Copper River Subarea,subarea,-145,60.5
PWS,1986,1,489,14,11408,1687,individual,13599,179,individual,Prince William Sound Subarea,subarea,-148,60.8
NSE,1986,183,388,1588,1144,1496,local,4799,180,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
YAK,1986,12,151,248,9,18,regional,438,181,regional,Yakutat,mgmtArea,-140,59.5
KSK,1986,45,142,736,31,349,regional,1303,182,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1986,45,142,736,31,349,individual,1303,182,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1986,0,19,115,0,0,regional,134,183,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1986,0,6,0,41,2,individual,49,184,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1986,0,6,0,41,2,local,49,184,local,Aleutian Islands Subarea,subarea,-170,53
YUK,1986,100,0,47,0,861,local,1008,185,local,Yukon Management Area,mgmtArea,-164,62
YUK,1986,100,0,47,0,861,regional,1008,185,regional,Yukon Management Area,mgmtArea,-164,62
YUK,1986,100,0,47,0,861,individual,1008,185,individual,Yukon Management Area,mgmtArea,-164,62
NRS,1986,6,0,36,41,147,individual,230,186,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1986,0,0,0,0,261,individual,261,187,individual,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1986,0,0,0,0,261,local,261,187,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1986,0,0,0,0,261,regional,261,187,regional,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1985,120,23703,163,0,1068,regional,25054,188,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1985,120,23703,163,0,1068,individual,25054,188,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1985,120,23703,163,0,1068,local,25054,188,local,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1985,25,4339,678,1318,803,regional,7163,189,regional,Cook Inlet Management Area,mgmtArea,-151,60
NOP,1985,24,2596,176,3,667,individual,3466,190,individual,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1985,24,2596,176,3,667,local,3466,190,local,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1985,24,2596,176,3,667,regional,3466,190,regional,NorthPeninsual Subarea,subarea,-159,56.5
SOP,1985,7,2145,173,4431,1363,local,8119,191,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1985,7,2145,173,4431,1363,individual,8119,191,individual,South Peninsula Subarea,subarea,-162,54.5
KOD,1985,5,1843,284,7335,431,regional,9898,192,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1985,5,1843,284,7335,431,local,9898,192,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1985,5,1843,284,7335,431,individual,9898,192,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
SSE,1985,74,1129,984,30708,1394,individual,34289,193,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1985,42,928,588,19,6,local,1583,194,local,Copper River Subarea,subarea,-145,60.5
COP,1985,42,928,588,19,6,individual,1583,194,individual,Copper River Subarea,subarea,-145,60.5
COP,1985,42,928,588,19,6,regional,1583,194,regional,Copper River Subarea,subarea,-145,60.5
CHG,1985,2,922,191,160,23,regional,1298,195,regional,Chignik Management Area,mgmtArea,-158.5,56.3
NSE,1985,174,497,1213,21221,1868,local,24973,196,local,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1985,174,497,1213,21221,1868,regional,24973,196,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1985,174,497,1213,21221,1868,individual,24973,196,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1985,1,496,18,25110,1282,regional,26907,197,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1985,1,496,18,25110,1282,individual,26907,197,individual,Prince William Sound Subarea,subarea,-148,60.8
PWS,1985,1,496,18,25110,1282,local,26907,197,local,Prince William Sound Subarea,subarea,-148,60.8
YAK,1985,10,235,402,26,13,regional,686,198,regional,Yakutat,mgmtArea,-140,59.5
KSK,1985,74,121,382,0,225,local,802,199,local,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1985,74,121,382,0,225,individual,802,199,individual,Kuskokwim Management Area,mgmtArea,-161.5,60
KSK,1985,74,121,382,0,225,regional,802,199,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
BER,1985,0,27,419,0,10,regional,456,200,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1985,0,27,419,0,10,individual,456,200,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
ALU,1985,0,2,0,0,0,local,2,201,local,Aleutian Islands Subarea,subarea,-170,53
ALU,1985,0,2,0,0,0,regional,2,201,regional,Aleutian Islands Subarea,subarea,-170,53
ALU,1985,0,2,0,0,0,individual,2,201,individual,Aleutian Islands Subarea,subarea,-170,53
YUK,1985,144,0,57,0,761,individual,962,202,individual,Yukon Management Area,mgmtArea,-164,62
YUK,1985,144,0,57,0,761,local,962,202,local,Yukon Management Area,mgmtArea,-164,62
YUK,1985,144,0,57,0,761,regional,962,202,regional,Yukon Management Area,mgmtArea,-164,62
NRS,1985,19,0,22,4,135,regional,180,203,regional,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1985,19,0,22,4,135,local,180,203,local,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1985,0,0,0,0,521,local,521,204,local,Kotzebue Management Area,mgmtArea,-163.5,66
KTZ,1985,0,0,0,0,521,regional,521,204,regional,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1984,102,24710,575,3366,2023,individual,30776,205,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1984,102,24710,575,3366,2023,regional,30776,205,regional,Bristol Bay Management Area,mgmtArea,-158,58.5
BRB,1984,102,24710,575,3366,2023,local,30776,205,local,Bristol Bay Management Area,mgmtArea,-158,58.5
CHG,1984,4,2661,110,445,63,regional,3283,206,regional,Chignik Management Area,mgmtArea,-158.5,56.3
CHG,1984,4,2661,110,445,63,local,3283,206,local,Chignik Management Area,mgmtArea,-158.5,56.3
CKI,1984,11,2376,467,1318,773,local,4945,207,local,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1984,9,2318,311,11628,1655,individual,15921,208,individual,South Peninsula Subarea,subarea,-162,54.5
SOP,1984,9,2318,311,11628,1655,local,15921,208,local,South Peninsula Subarea,subarea,-162,54.5
SOP,1984,9,2318,311,11628,1655,regional,15921,208,regional,South Peninsula Subarea,subarea,-162,54.5
KOD,1984,5,1951,230,10847,649,local,13682,209,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1984,5,1951,230,10847,649,regional,13682,209,regional,Kodiak Management Area,mgmtArea,-152.5,57.5
NOP,1984,23,1735,199,27,797,local,2781,210,local,NorthPeninsual Subarea,subarea,-159,56.5
COP,1984,39,900,382,32,7,individual,1360,211,individual,Copper River Subarea,subarea,-145,60.5
COP,1984,39,900,382,32,7,local,1360,211,local,Copper River Subarea,subarea,-145,60.5
SSE,1984,68,638,687,19677,1823,local,22893,212,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
NSE,1984,193,475,962,5008,2229,regional,8867,213,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1984,193,475,962,5008,2229,individual,8867,213,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
PWS,1984,1,336,29,21561,1238,regional,23165,214,regional,Prince William Sound Subarea,subarea,-148,60.8
PWS,1984,1,336,29,21561,1238,local,23165,214,local,Prince William Sound Subarea,subarea,-148,60.8
PWS,1984,1,336,29,21561,1238,individual,23165,214,individual,Prince William Sound Subarea,subarea,-148,60.8
YAK,1984,10,103,261,21,32,local,427,215,local,Yakutat,mgmtArea,-140,59.5
BER,1984,0,99,212,1,23,regional,335,216,regional,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1984,0,99,212,1,23,individual,335,216,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1984,0,99,212,1,23,local,335,216,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
KSK,1984,74,81,830,24,489,regional,1498,217,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
ALU,1984,0,67,2,2271,32,individual,2372,218,individual,Aleutian Islands Subarea,subarea,-170,53
ALU,1984,0,67,2,2271,32,local,2372,218,local,Aleutian Islands Subarea,subarea,-170,53
YUK,1984,120,0,82,0,797,individual,999,219,individual,Yukon Management Area,mgmtArea,-164,62
NRS,1984,8,0,68,118,146,local,340,220,local,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1984,8,0,68,118,146,regional,340,220,regional,Norton Sound Management Area,mgmtArea,-162,64.5
NRS,1984,8,0,68,118,146,individual,340,220,individual,Norton Sound Management Area,mgmtArea,-162,64.5
KTZ,1984,0,0,0,0,320,local,320,221,local,Kotzebue Management Area,mgmtArea,-163.5,66
BRB,1983,199,37372,128,0,1632,individual,39331,222,individual,Bristol Bay Management Area,mgmtArea,-158,58.5
CKI,1983,22,5237,528,998,1307,local,8092,223,local,Cook Inlet Management Area,mgmtArea,-151,60
CKI,1983,22,5237,528,998,1307,regional,8092,223,regional,Cook Inlet Management Area,mgmtArea,-151,60
SOP,1983,27,2557,128,2828,1706,individual,7246,224,individual,South Peninsula Subarea,subarea,-162,54.5
NOP,1983,29,2092,75,3,348,regional,2547,225,regional,NorthPeninsual Subarea,subarea,-159,56.5
NOP,1983,29,2092,75,3,348,individual,2547,225,individual,NorthPeninsual Subarea,subarea,-159,56.5
CHG,1983,5,1824,62,321,159,local,2371,226,local,Chignik Management Area,mgmtArea,-158.5,56.3
KOD,1983,4,1232,158,4603,1085,local,7082,227,local,Kodiak Management Area,mgmtArea,-152.5,57.5
KOD,1983,4,1232,158,4603,1085,individual,7082,227,individual,Kodiak Management Area,mgmtArea,-152.5,57.5
SSE,1983,93,935,811,31462,512,local,33813,228,local,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1983,93,935,811,31462,512,individual,33813,228,individual,Southern Southeast Alaska,mgmtArea,-132.5,55.5
SSE,1983,93,935,811,31462,512,regional,33813,228,regional,Southern Southeast Alaska,mgmtArea,-132.5,55.5
COP,1983,53,627,237,8,2,regional,927,229,regional,Copper River Subarea,subarea,-145,60.5
COP,1983,53,627,237,8,2,local,927,229,local,Copper River Subarea,subarea,-145,60.5
NSE,1983,194,469,1018,6058,645,regional,8384,230,regional,Northern Southeast Alaska,mgmtArea,-134.5,58.5
NSE,1983,194,469,1018,6058,645,individual,8384,230,individual,Northern Southeast Alaska,mgmtArea,-134.5,58.5
BER,1983,1,180,118,1,5,local,305,231,local,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
BER,1983,1,180,118,1,5,individual,305,231,individual,Bering River Subarea Copper River Subarea,subarea,-144.5,60.5
YAK,1983,5,153,101,26,11,local,296,232,local,Yakutat,mgmtArea,-140,59.5
YAK,1983,5,153,101,26,11,individual,296,232,individual,Yakutat,mgmtArea,-140,59.5
YAK,1983,5,153,101,26,11,regional,296,232,regional,Yakutat,mgmtArea,-140,59.5
PWS,1983,1,102,10,13972,1042,individual,15127,233,individual,Prince William Sound Subarea,subarea,-148,60.8
KSK,1983,81,89,199,0,295,regional,664,234,regional,Kuskokwim Management Area,mgmtArea,-161.5,60
